Character	Pinyin	Tone	Meaning	Story
撿	jiǎn	3	pick up	Pick up hand restrain bends down drooping "Jyan" - gather find!
簽	qiān	1	sign	Sign bamboo assemble sings "Chyan!" cheerfully - autograph signature!
儉	jiǎn	3	thrifty	Thrifty person sign bends down drooping "Jyan" - frugal economical!
萊	lái	2	lambsquarters	Lambsquarters flowers come questions "Ligh? Pigweed?" curiously - edible plant!
葛	gé	2	kudzu	Kudzu flowers siesta questions "Guh? Vine?" curiously - climbing plant!
褐	hè	4	brown	Brown clothing siesta commands sharply "Huh!" - dark color!
竭	jié	2	use up	Use up stand siesta questions "Jyeh? Exhaust?" curiously - deplete!
歇	xiē	1	take a rest	Take a rest siesta breath sings "Shyeh!" cheerfully - pause break!
揭	jiē	1	reveal	Reveal fingers siesta sings "Jyeh!" cheerfully - uncover expose hat!
淫	yín	2	promiscuous	Promiscuous water climb questions "Yin? Lewd?" curiously - excessive wanton!
挺	tǐng	3	erect	Erect hand court bends down drooping "Ting" - upright stand tall!
瓦	wǎ	3	tile	Tile roof piece bends down drooping "Wah" - ceramic shingle!
瓷	cí	2	porcelain	Porcelain tile meeting questions "Tsuh? China?" curiously - ceramic!
瓶	píng	2	bottle	Bottle tile simultaneously questions "Ping? Container?" curiously - vase!
鋁	lǚ	3	aluminum	Aluminum metal spine bends down drooping "Lyoo" - light metal element!
宮	gōng	1	palace	Palace house spine sings "Gohng!" cheerfully - royal residence!
瑩	yíng	2	lustrous	Lustrous jewel fire questions "Ying? Shining?" curiously - bright glowing!
螢	yíng	2	firefly	Firefly firehouse insect questions "Ying? Glow bug?" curiously - screen light!
撈	lāo	1	scoop up	Scoop up hand door sings "Lao!" cheerfully - dip out fortune!
煥	huàn	4	glowing	Glowing fire sled dogs commands sharply "Hwahn!" - radiant brilliant!
旋	xuán	2	whirl	Whirl banner zoo questions "Shyuan? Spin?" curiously - revolve rotate!
吻	wěn	3	kiss	Kiss mouth勿 bends down drooping "Wun" - smooch lips touch!
匆	cōng	1	hurriedly	Hurriedly bound up heart sings "Tsohng!" cheerfully - hastily rushed!
錫	xī	2	tin	Tin metal easy questions "Shee? Metal?" curiously - silvery element!
惕	tì	4	watchful	Watchful heart easy commands sharply "Tee!" - vigilant alert!
屑	xiè	4	bits	Bits flag crumbs commands sharply "Shyeh!" - scraps fragments!
尿	niào	4	urine	Urine flag water commands sharply "Nyao!" - pee horse piss!
刷	shuā	1	brush	Brush flag corpse sings "Shwah!" cheerfully - scrub clean tool!
犀	xī	1	rhinoceros	Rhinoceros flag ox sings "Shee!" cheerfully - horned beast!
遲	chí	2	tardy	Tardy road rhinoceros questions "Chir? Late?" curiously - delayed slow!
漏	lòu	4	leak	Leak water rain commands sharply "Loh!" - drip seep disclose secret!
屁	pì	4	fart	Fart flag compare commands sharply "Pee!" - gas flatulence!
履	lǚ	3	footwear	Footwear flag recover bends down drooping "Lyoo" - shoes perform marriage!
屎	shǐ	3	excrement	Excrement flag rice bends down drooping "Shir" - feces poop ceremen!
屏	píng	2	folding screen	Folding screen flag puzzle questions "Ping? Partition?" curiously - women hiding!
屈	qū	1	knuckle under	Knuckle under flag exit sings "Chyoo!" cheerfully - yield submit!
掘	jué	2	excavate	Excavate hand exit questions "Jyueh? Dig?" curiously - unearth!
尺	chǐ	3	ruler	Ruler flag corpse bends down drooping "Chir" - measuring tool!
眉	méi	2	eyebrows	Eyebrows flag eye questions "May? Brow?" curiously - forehead hair ring!
媚	mèi	4	flatter	Flatter woman eyebrows commands sharply "May!" - charm fawn over!
肩	jiān	1	shoulder	Shoulder door flesh sings "Jyan!" cheerfully - body joint arm connection!
妒	dù	4	jealous of	Jealous of woman door commands sharply "Doo!" - envious hateful bully!
淚	lèi	4	tears	Tears water door commands sharply "Lay!" - crying drops!
啓	qǐ	3	enlighten	Enlighten door taskmaster mouth bends down drooping "Chee" - inspire open mind!
扇	shàn	4	fan	Fan door wings commands sharply "Shahn!" - cooling device electric breeze!
奈	nài	4	can't help but	Can't help but St. Bernard altar commands sharply "Nigh!" - helpless inevitably!
款	kuǎn	3	funds	Funds samurai shellfish bends down drooping "Kwahn" - money terms!
祟	suì	4	evil spirit	Evil spirit altar mountain commands sharply "Sway!" - demon malevolent cultivators exorcise!
祝	zhù	4	wish well	Wish well altar brother commands sharply "Joo!" - bless congratulate!
祥	xiáng	2	propitious	Propitious altar piggy bank questions "Shyahng? Auspicious?" curiously - lucky fortunate!
祕	mì	4	confidential	Confidential altar certainly commands sharply "Mee!" - secret private!
慰	wèi	4	console	Console Cardinal Richelieu heart commands sharply "Way!" - comfort solace!
蔚	wèi	4	luxuriant	Luxuriant flowers Cardinal Richelieu commands sharply "Way!" - flourishing dense!
蒜	suàn	4	garlic	Garlic flowers calculate commands sharply "Swahn!" - pungent bulb!
棕	zōng	1	palm tree	Palm tree tree three religions sings "Dzohng!" cheerfully - tropical tree!
宙	zhòu	4	universe	Universe house stretch commands sharply "Joh!" - cosmos space-time!
軸	zhóu	2	axle	Axle car stretch questions "Joh? Pivot?" curiously - shaft spindle!
袖	xiù	4	sleeve	Sleeve clothing stretch commands sharply "Shyo!" - arm covering leader!
笛	dí	2	flute	Flute bamboo由 questions "Dee? Whistle?" curiously - wind instrument honking!
坤	kūn	1	female	Female soil monkey sings "Kwun!" cheerfully - earth feminine!
呻	shēn	1	groan	Groan mouth request sings "Shun!" cheerfully - moan anguish!
暢	chàng	4	smooth	Smooth sun apply commands sharply "Chahng!" - unobstructed flowing!
夥	huǒ	3	partnership	Partnership fruit fire bends down drooping "Hwoh" - companion fellow!
巢	cháo	2	nest	Nest tree fruit questions "Chao? Lair?" curiously - bird home den!
棵	kē	1	flora	Flora tree fruit sings "Kuh!" cheerfully - measure word tree!
裸	luǒ	3	naked	Naked clothing fruit bends down drooping "Lwoh" - bare exposed!
裹	guǒ	3	envelop	Envelop top hat scarf fruit bends down drooping "Gwoh" - wrap bundle!
析	xī	1	analyze	Analyze tree ax sings "Shee!" cheerfully - examine dissect!
晰	xī	1	distinct	Distinct sun analyze sings "Shee!" cheerfully - clear evident!
芹	qín	2	celery	Celery flowers tomahawk questions "Chin? Vegetable?" curiously - green stalk!
折	zhé	2	discount	Discount ax ax questions "Juh? Break?" curiously - bend fracture bone!
哲	zhé	2	philosopher	Philosopher discount mouth questions "Juh? Wise?" curiously - sage thinker!
逝	shì	4	pass away	Pass away road philosopher commands sharply "Shir!" - die perish!
誓	shì	4	vow	Vow philosopher words commands sharply "Shir!" - oath pledge!
欣	xīn	1	elated	Elated ax ax ax sings "Shin!" cheerfully - joyful happy!
掀	xiān	1	uncover	Uncover fingers elated sings "Shyan!" cheerfully - lift reveal!
祈	qí	2	supplicate	Supplicate altar tomahawk questions "Chee? Pray?" curiously - beseech blessings!
慚	cán	2	conscience-stricken	Conscience-stricken state of mind hew questions "Tsahn? Ashamed?" curiously - embarrassed!
嶄	zhǎn	3	towering	Towering mountain hew bends down drooping "Jahn" - lofty steep!
拆	chāi	1	take apart	Take apart fingers reprimand sings "Chigh!" cheerfully - dismantle tear apart!
炸	zhà	4	blow up	Blow up fire take apart commands sharply "Jah!" - explode bomb!
詐	zhà	4	swindle	Swindle words blow up commands sharply "Jah!" - deceive dupe fraud!
妻	qī	1	wife	Wife woman broom sings "Chee!" cheerfully - spouse married woman!
淒	qī	1	miserable	Miserable water wife sings "Chee!" cheerfully - sad desolate ghostly!
棲	qī	1	perch	Perch tree wife sings "Chee!" cheerfully - dwell roost!
煞	shà	4	goblin	Goblin bound up broom taskmaster cooking fire commands sharply "Shah!" - demon evil spirit trouble!
捷	jié	2	nimble	Nimble fingers ten brooms trail questions "Jyeh? Agile?" curiously - swift victory!
秉	bǐng	3	wield	Wield broom wild rice bends down drooping "Bing" - hold grasp!
剝	bō	1	peel off	Peel off snowman saber sings "Bwo!" cheerfully - strip skin cracking sound!
彙	huì	4	collection	Collection whisk broom crown fruit commands sharply "Hway!" - compilation assemble!
兼	jiān	1	double	Double one hand broom sings "Jyan!" cheerfully - concurrently both!
賺	zhuàn	4	earn	Earn shellfish double commands sharply "Jwahn!" - profit gain!
嫌	xián	2	dislike	Dislike woman double questions "Shyan? Hate?" curiously - despise reject!
謙	qiān	1	unassuming	Unassuming words double sings "Chyan!" cheerfully - modest humble respectful!
歉	qiàn	4	apology	Apology owe double commands sharply "Chyan!" - sorry regret!
廉	lián	2	inexpensive	Inexpensive building standing questions "Lyan? Cheap fur?" curiously - low price!
鐮	lián	2	sickle	Sickle metal inexpensive questions "Lyan? Blade?" curiously - harvesting tool!
簾	lián	2	drapes	Drapes bamboo inexpensive questions "Lyan? Curtain?" curiously - hanging cloth lift peek!
睜	zhēng	1	unshut	Unshut eye contend sings "Jung!" cheerfully - open eyes struggle!
掙	zhēng	1	struggle	Struggle hand contend sings "Jung!" cheerfully - strive wrestle!
箏	zhēng	1	Chinese zither	Chinese zither bamboo contend sings "Jung!" cheerfully - instrument kite fly high!
塘	táng	2	pool	Pool earth Tang questions "Tahng? Pond?" curiously - water body Tang dynasty!
逮	dǎi	3	arrest	Arrest road reach bends down drooping "Digh" - catch seize!
隸	lì	4	bondservant	Bondservant slave commands sharply "Lee!" - servant underling!
慷	kāng	1	generous	Generous heart hale sings "Kahng!" cheerfully - magnanimous open-hearted!
糠	kāng	1	chaff	Chaff rice hale sings "Kahng!" cheerfully - grain husks!
耍	shuǎ	3	mess around	Mess around ear woman bends down drooping "Shwah" - play tricks bully castle!
耐	nài	4	-proof	-proof ear wait commands sharply "Nigh!" - endure resist durable!
喘	chuǎn	3	wheeze	Wheeze mouth mountain bends down drooping "Chwahn" - pant gasp!
揣	chuāi	1	conjecture	Conjecture hand mountain sings "Chwigh!" cheerfully - estimate sneak bosom!
糟	zāo	1	messed up	Messed up rice cadet sings "Dzao!" cheerfully - terrible awful!
遭	zāo	1	meet with	Meet with road cadet sings "Dzao!" cheerfully - encounter suffer surroundings!
槽	cáo	2	trough	Trough tree cadet questions "Tsao? Channel?" curiously - groove roast ridicule!
抖	dǒu	3	quiver	Quiver hand bean bends down drooping "Doh" - tremble shake legs!
庸	yōng	1	mediocre	Mediocre commonplace sings "Yohng!" cheerfully - ordinary average!
傭	yōng	1	put to work	Put to work person mediocre sings "Yohng!" cheerfully - hire servant!
甩	shuǎi	3	fling	Fling hand use bends down drooping "Shwigh" - throw dump girlfriend!
惜	xī	1	rue	Rue heart evening sings "Shee!" cheerfully - pity regret what a shame!
措	cuò	4	arrange	Arrange hand past commands sharply "Tswoh!" - handle dispose!
棄	qì	4	forsake	Forsake baby tree commands sharply "Chee!" - abandon discard give up!
燕	yàn	4	swallow	Swallow廿 mouth commands sharply "Yahn!" - bird swift!
遮	zhē	1	screen	Screen caverns cooking fire road sings "Juh!" cheerfully - block cover!
畔	pàn	4	littoral	Littoral field rebel commands sharply "Pahn!" - bank shore!
拌	bàn	4	blend	Blend hand half commands sharply "Bahn!" - mix stir!
叛	pàn	4	betray	Betray half rebel commands sharply "Pahn!" - rebel traitor!
券	quàn	4	voucher	Voucher quarter dagger commands sharply "Chyuan!" - ticket coupon redeem!
藤	téng	2	rattan	Rattan flowers month questions "Tung? Vine?" curiously - climbing plant!
狀	zhuàng	4	state of affairs	State of affairs dog bed commands sharply "Jwahng!" - condition situation!
牆	qiáng	2	wall	Wall state earth questions "Chyahng? Barrier?" curiously - enclosure!
鼎	dǐng	3	old cooking pot	Old cooking pot目 ear bends down drooping "Ding" - tripod vessel!
寢	qǐn	3	get some shuteye	Get some shuteye house bunk beds dunce bends down drooping "Chin" - sleep bedroom!
侵	qīn	1	invade	Invade person dunce sings "Chin!" cheerfully - encroach intrude!
浸	jìn	4	immerse	Immerse water dunce commands sharply "Jin!" - soak dip!
贓	zāng	1	stolen goods	Stolen goods shells surfboarding sings "Dzahng!" cheerfully - loot plunder!
藏	cáng	2	hide	Hide flowers stolen goods questions "Tsahng? Conceal?" curiously - stash Tibet!
臟	zàng	4	guts	Guts body stolen goods commands sharply "Dzahng!" - internal organs dirty!
獎	jiǎng	3	award	Award general dog bends down drooping "Jyahng" - prize honor!
漿	jiāng	1	thick liquid	Thick liquid general water sings "Jyahng!" cheerfully - starch paste!
槳	jiǎng	3	oar	Oar general tree bends down drooping "Jyahng" - paddle rowing!
蔣	jiǎng	3	Jiang	Jiang flowers general bends down drooping "Jyahng" - Chiang Kai-shek surname!
淵	yuān	1	abyss	Abyss water rice field sings "Yuan!" cheerfully - deep chasm!
肅	sù	4	solemn	Solemn body upright commands sharply "Soo!" - serious respectful!
嘯	xiào	4	howl	Howl mouth solemn commands sharply "Shyao!" - roar tsunami!
蕭	xiāo	1	desolate	Desolate flowers grand canyon sings "Shyao!" cheerfully - bleak decrepit!
鏽	xiù	4	rust	Rust metal sleeve commands sharply "Shyo!" - corrode oxidize!
芝	zhī	1	sesame	Sesame flowers sign of Zorro sings "Jir!" cheerfully - oil seeds plant!
貶	biǎn	3	devalue	Devalue shellfish decrease bends down drooping "Byan" - depreciate demote!
泛	fàn	4	nonspecific	Nonspecific water sickle commands sharply "Fahn!" - general broad!
歪	wāi	1	askew	Askew not correct sings "Wigh!" cheerfully - crooked tilted uneven!
矯	jiǎo	3	rectify	Rectify dart angel bends down drooping "Jyao" - correct pretentious!
矮	ǎi	3	short of stature	Short of stature dart committee bends down drooping "Igh" - low not confident!
唉	āi	1	sigh--ay-ay	Sigh ay-ay mouth crossbow sings "Igh!" cheerfully - regretful exclamation!
埃	āi	1	fine dust	Fine dust soil crossbow sings "Igh!" cheerfully - particles!
挨	āi	2	suffer	Suffer fingers crossbow questions "Igh? Beaten?" curiously - endure beaten!
簇	cù	4	cluster	Cluster bamboo tribe commands sharply "Tsoo!" - bunch group!
茅	máo	2	thatch	Thatch flowers spear questions "Mao? Straw?" curiously - grass bushes pee!
橘	jú	2	tangerine	Tangerine tree spear helmet legs mouth questions "Jyoo? Citrus?" curiously - orange fruit!
舒	shū	1	relax	Relax give tongue sings "Shoo!" cheerfully - comfortable at ease!
弘	hóng	2	noble	Noble bow elbow questions "Hohng? Grand?" curiously - great magnificent!
夷	yí	2	barbarian	Barbarian one bow questions "Yee? Savage?" curiously - foreigner!
姨	yí	2	maternal aunt	Maternal aunt woman barbarian questions "Yee? Mother's sister?" curiously - auntie!
疆	jiāng	1	dividing line	Dividing line bow soil family feud sings "Jyahng!" cheerfully - border boundary!
僵	jiāng	1	stiff	Stiff person family feud sings "Jyahng!" cheerfully - rigid frozen limbs!
薑	jiāng	1	ginger	Ginger flowers family feud sings "Jyahng!" cheerfully - spicy root soup!
粥	zhōu	1	porridge	Porridge rice bent弓 sings "Joh!" cheerfully - rice soup monks little!
沸	fèi	4	bring to a boil	Bring to a boil water dollar sign commands sharply "Fay!" - bubble blood boiling!
拂	fú	2	caress	Caress fingers dollar sign questions "Foo? Stroke?" curiously - brush embrace hug!
剃	tì	4	shave	Shave younger brother knife commands sharply "Tee!" - cut hair razor!
涕	tì	4	snot	Snot water little brother commands sharply "Tee!" - nose mucus tears!
梯	tī	1	ladder	Ladder tree younger brother sings "Tee!" cheerfully - stairs steps!
朽	xiǔ	3	decayed	Decayed tree third bends down drooping "Shyo" - rotten crumbling can't carve!
聘	pìn	4	employ	Employ ear sprout snare commands sharply "Pin!" - hire appoint letter!
犧	xī	1	sacrifice	Sacrifice cow drama sings "Shee!" cheerfully - give up chess piece!
姊	zǐ	3	elder sister	Elder sister woman snare drag genie bends down drooping "Dzir" - older female sibling!
躺	tǎng	3	lie down	Lie down body esteem bends down drooping "Tahng" - recline rest!
躲	duǒ	3	dodge	Dodge body body bends down drooping "Dwoh" - avoid hide!
躬	gōng	1	stoop	Stoop body body sings "Gohng!" cheerfully - bow bend!
嗜	shì	4	hanker	Hanker mouth spin commands sharply "Shir!" - addicted fond bloodthirsty!
拷	kǎo	3	flog	Flog hand consider bends down drooping "Kao" - torture interrogate!
