Traditional	Study Order	Pinyin	Meaning	Story
塌	1745	tā	fall down	The soil and sun unite to create fall down, singing "Tah!" cheerfully!
翰	1746	hàn	writing brush	This character represents writing brush, shouting "Hahn!" sharply!
咽	1747	yàn	throat	The mouth stands for throat, shouting "Yahn!" sharply spoken through parted lips!
姻	1748	yīn	in-law	This character represents in-law, singing "Yin!" cheerfully!
廟	1749	miào	temple	Picture temple taking form - it shouts "Myao!" with vivid energy!
廂	1750	xiāng	side room	Picture side room taking form - it sings "Shyahng!" with vivid energy!
嘛	1751	ma	(pause marker)	The mouth takes the shape of (pause marker), calling out "mah"!
磨	1752	mó	grind	Like a stone, this character means grind and asks "Mwo? Rub?"!
廈	1753	shà	skyscraper	The strokes unite to show skyscraper, shouting "Shah!" sharply!
廁	1754	cè	toilet	Picture toilet taking form - it shouts "Tsuh!" with vivid energy!
悟	1755	wù	realize	The heart takes the shape of realize, shouting "Woo!" sharply!
忠	1756	zhōng	loyal	The heart takes the shape of loyal, singing "Johng!" cheerfully!
悼	1757	dào	mourn	This character represents mourn, shouting "Dao!" sharply - a vivid image to remember!
慎	1758	shèn	prudent	The heart takes the shape of prudent, shouting "Shun!" sharply!
恕	1759	shù	pardon	The heart takes the shape of pardon, shouting "Shoo!" sharply!
悄	1760	qiāo	noiseless	The heart takes the shape of noiseless, singing "Chyao!" cheerfully!
恍	1761	huǎng	all of a sudden	Picture all of a sudden taking form - it whispers "Hwahng" with vivid energy!
惰	1762	duò	indolent	The heart stands for indolent, shouting "Dwoh!" sharply - a vivid image to remember!
恢	1763	huī	immense	Like a heart, this character means immense and sings "Hway!"!
恆	1764	héng	permanent	The heart stands for permanent, asking "Hung? Lasting?" curiously!
慕	1765	mù	admire	The heart stands for admire, shouting "Moo!" sharply - a vivid image to remember!
恰	1766	qià	just right	"Chyah!" Heart fit commanded sharply - just right, appropriate and exactly!
惶	1767	huáng	fearful	See how the heart forms fearful? It asks "Hwahng? Anxious?" curiously!
愉	1768	yú	overjoyed	Like a heart, this character means overjoyed and asks "Yoo? Happy?"!
愈	1769	yù	more and more	The heart takes the shape of more and more, shouting "Yoo!" sharply!
惑	1770	huò	be bewildered	The strokes unite to show be bewildered, shouting "Hwoh!" sharply!
怔	1771	zhèng	terror-stricken	The heart takes the shape of terror-stricken, shouting "Jung!" sharply!
怖	1772	bù	be scared of	See how the heart forms be scared of? It shouts "Boo!" sharply!
添	1773	tiān	augment	When the water meets the heart, they form augment, singing "Tyan!" cheerfully!
悔	1774	huǐ	be sorry about	The heart takes the shape of be sorry about, whispering "Hway" softly!
慌	1775	huāng	nervous	The heart stands for nervous, singing "Hwahng!" cheerfully - a vivid image to remember!
悅	1776	yuè	delighted	The strokes unite to show delighted, shouting "Yueh!" sharply!
憎	1777	zēng	loathe	See how the heart forms loathe? It sings "Dzung!" cheerfully!
忌	1778	jì	shun	See how the heart forms shun? It shouts "Jee!" sharply - a vivid image to remember!
惟	1779	wéi	thinking	Picture thinking taking form - it asks "Way? Pondering?" with vivid energy!
懼	1780	jù	be frightened	"Jyoo!" Heart with tool commanded sharply - be frightened, afraid and terrified!
患	1781	huàn	troubles	The heart takes the shape of troubles, shouting "Hwahn!" sharply!
惹	1782	rě	provoke	The heart takes the shape of provoke, whispering "Ruh" softly!
恩	1783	ēn	kindness	See how the heart forms kindness? It sings "Un!" cheerfully!
憶	1784	yì	recall	Like a heart, this character means recall and shouts "Yee!"!
媳	1785	xí	daughter-in-law	This character represents daughter-in-law, asking "Shee? Bride?" curiously!
熄	1786	xī	put out	"Shee!" Fire and breath sang cheerfully - put out, extinguish and quench!
瑟	1787	sè	Chinese harp	"Suh!" Jewel commanded the must sharply - Chinese harp, lute or zither!
泌	1788	mì	secrete	See how the water forms secrete? It shouts "Mee!" sharply like ripples spreading across a pond!
蜜	1789	mì	honey	Picture honey taking form - it shouts "Mee!" with vivid energy!
摩	1790	mó	rub	When the hand meets the stroke, they form rub, asking "Mwo? Massage?" curiously!
蛾	1791	é	moth	A striking symbol for moth that asks "Uh? Night flier?" curiously!
扒	1792	bā	pick pockets	"Bah!" Eight hands sang cheerfully - time to pick pockets, steal like a thief!
扣	1793	kòu	button	Picture a mouth beside a hand: that's button, shouting "Koh!" sharply!
捐	1794	juān	contribute	The hand takes the shape of contribute, singing "Jwan!" cheerfully!
拍	1795	pāi	racquet	With a white combined with a hand, you get racquet - "Pigh!" rings out cheerfully!
啪	1796	pā	clapping sound	"Pah!" The mouth made a racket cheerfully - a clapping sound, smack and crack!
損	1797	sǔn	damage	The hand stands for damage, whispering "Swun" softly reached by outstretched fingers!
扛	1798	káng	carry over the shoulder	Like a hand, this character means carry over the shoulder and sings "Kahng!"!
扎	1799	zhā	prick	Like a hand, this character means prick and sings "Jah!" reached by outstretched fingers!
拇	1800	mǔ	thumb	With a finger combined with fingers, you get thumb - "Moo" rings out softly!
拘	1801	jū	detain	The fingers stand for detain, singing "Jyoo!" cheerfully - a vivid image to remember!
抄	1802	chāo	copy	The hand takes the shape of copy, singing "Chao!" cheerfully!
拓	1803	tà	pioneer	The stone and hand unite to create pioneer, shouting "Tah!" sharply!
捏	1804	niē	pinch	The hand takes the shape of pinch, singing "Nyeh!" cheerfully!
撓	1805	náo	chafe	Like fingers, this character means chafe and asks "Nao? Scratch?"!
抹	1806	mǒ	smear on	The hand takes the shape of smear on, whispering "Mwoh" softly!
描	1807	miáo	describe	See how the hand forms describe? It asks "Myao? Draw?" curiously!
摸	1808	mō	grope	Like a hand, this character means grope and sings "Mwo!" reached by outstretched fingers!
挑	1809	tiāo	foment	The hand takes the shape of foment, singing "Tyao!" cheerfully!
拴	1810	shuān	tether	The fingers stand for tether, singing "Shwahn!" cheerfully!
拾	1811	shí	tidy up	"Shir, should we collect it?" Hands questioned together curiously - time to tidy up and pick up!
搭	1812	dā	put up	"Dah!" Hands fit together cheerfully - time to put up, erect a tent and build!
掠	1813	lüè	pillage	See how the fingers forms pillage? It shouts "Lyueh!" sharply!
捨	1814	shě	abandon	The hand stands for abandon, whispering "Shuh" softly reached by outstretched fingers!
拭	1815	shì	wipe away	"Shir!" Fingers styled a sharp command - wipe away, clean and dry!
扯	1816	chě	yank	See how the hand forms yank? It whispers "Chuh" softly reached by outstretched fingers!
拖	1817	tuō	drag	The hand takes the shape of drag, singing "Twoh!" cheerfully!
揚	1818	yáng	publicize	"Yahng, should we spread it?" Fingers questioned the piggy bank curiously - publicize, raise and scatter ashes!
搞	1819	gǎo	engage in	See how the hand forms engage in? It whispers "Gao" softly reached by outstretched fingers!
撞	1820	zhuàng	bump into	"Jwahng!" A hand hit the child sharply - bump into, collide and crash!
摘	1821	zhāi	handpick	See how the hand forms handpick? It sings "Jigh!" cheerfully!
捆	1822	kǔn	lash together	The fingers takes the shape of lash together, whispering "Kwun" softly!
撼	1823	hàn	joggle	Like fingers, this character means joggle and shouts "Hahn!"!
擾	1824	rǎo	harass	See how the hand forms harass? It whispers "Rao" softly reached by outstretched fingers!
擅	1825	shàn	act without authority	Like a hand, this character means act without authority and shouts "Shahn!"!
壇	1826	tán	altar	The strokes unite to show altar, asking "Tahn? Sacred?" curiously!
顫	1827	chàn	tremble	This character represents tremble, shouting "Chahn!" sharply!
莽	1828	mǎng	rude	Picture rude taking form - it whispers "Mahng" with vivid energy!
戒	1829	jiè	take precautions against	Picture take precautions against taking form - it shouts "Jyeh!" with vivid energy!
械	1830	xiè	weapon	Like a tree, this character means weapon and shouts "Shyeh!"!
誡	1831	jiè	warn	"Jyeh!" Words took precautions sharply to warn - admonish with caution!
奔	1832	bēn	dash	This character represents dash, singing "Bun!" cheerfully - a vivid image to remember!
噴	1833	pēn	spurt	Like a mouth, this character means spurt and sings "Pun!" spoken through parted lips!
墳	1834	fén	tomb	See how the soil forms tomb? It asks "Fen? Grave?" curiously!
憤	1835	fèn	indignation	Like a heart, this character means indignation and shouts "Fun!"!
材	1836	cái	stuff	With a tree combined with a wood, you get stuff - "Tsigh? Material?" rings out curiously!
孕	1837	yùn	pregnant	The strokes unite to show pregnant, shouting "Yoon!" sharply!
扔	1838	rēng	throw away	"Rung!" The hand was still singing cheerfully - throw away, toss and discard!
圾	1839	jī	trash	The strokes unite to show trash, singing "Jee!" cheerfully - a vivid image to remember!
叉	1840	chā	fork	The cross stand for fork, singing "Chah!" cheerfully - a vivid image to remember!
桑	1841	sāng	mulberry tree	Like a tree, this character means mulberry tree and sings "Sahng!"!
嗓	1842	sǎng	voicebox	With a tree combined with a mouth, you get voicebox - "Sahng" rings out softly!
寇	1843	kòu	outlaw	An striking symbol for outlaw that shouts "Koh!" sharply - a vivid image to remember!
敲	1844	qiāo	knock	Picture knock taking form - it sings "Chyao!" with vivid energy!
灌	1845	guàn	pour into	"Gwahn!" Water and stork commanded sharply - pour into, fill and administer medicine!
權	1846	quán	authority	See how the tree forms authority? It asks "Chyuan? Power?" curiously!
毅	1847	yì	resolute	Picture resolute taking form - it shouts "Yee!" with vivid energy!
肢	1848	zhī	limb	When the leg meets the body, they form limb, singing "Jir!" cheerfully!
妓	1849	jì	prostitute	Picture prostitute taking form - it shouts "Jee!" with vivid energy!
歧	1850	qí	fork in the road	This character represents fork in the road, asking "Chee? Diverge?" curiously!
翅	1851	chì	fins	The strokes unite to show fins, shouting "Chir!" sharply - a vivid image to remember!
淑	1852	shū	graceful	The water takes the shape of graceful, asking "Shoo? Refined lady?" curiously!
椒	1853	jiāo	spice plant	The tree takes the shape of spice plant, singing "Jyao!" cheerfully!
后	1854	hòu	queen	"Hoh!" The mouth dragged to the ceiling sharply - a queen, sovereign empress!
盾	1855	dùn	shield	Like an eye, this character means shield and shouts "Dwun!"!
販	1856	fàn	peddler	The shell takes the shape of peddler, shouting "Fahn!" sharply!
扳	1857	bān	tug	The fingers stand for tug, singing "Bahn!" cheerfully - a vivid image to remember!
覓	1858	mì	try to find	Picture try to find taking form - it shouts "Mee!" with vivid energy!
妥	1859	tuǒ	appropriate	Picture appropriate taking form - it whispers "Twoh" with vivid energy!
睬	1860	cǎi	notice	Picture notice taking form - it whispers "Tsigh" with vivid energy!
允	1861	yǔn	consent	A striking symbol for consent that whispers "Yoon" softly - a vivid image to remember!
勾	1862	gòu	cross out	With cross combined with a hook, you get cross out - "Goh!" rings out sharply!
晉	1863	jìn	promote	The sun stands for promote, shouting "Jin!" sharply as sunlight streams across the sky!
宏	1864	hóng	magnificent	A striking symbol for magnificent that sings "Hohng? Grand?" cheerfully!
胎	1865	tāi	fetus	Like a body, this character means fetus and sings "Tigh!" - a vivid image to remember!
冶	1866	yě	smelt	Like metal, this character means smelt and whispers "Yeh" - a vivid image to remember!
颱	1867	tái	typhoon	The strokes unite to show typhoon, asking "Tigh? Storm?" curiously!
怠	1868	dài	negligent	The heart takes the shape of negligent, shouting "Digh!" sharply!
抬	1869	tái	elevate	The hand takes the shape of elevate, asking "Tigh? Lift?" curiously!
丟	1870	diū	mislay	A striking symbol for mislay that sings "Dyoh!" cheerfully - a vivid image to remember!
臺	1871	tái	Taiwan	The strokes unite to show taiwan, asking "Tigh? Isle?" curiously!
致	1872	zhì	bring about	The strokes unite to show bring about, shouting "Jir!" sharply!
撤	1873	chè	remove	"Chuh!" The hand brought about a sharp command - remove, withdraw and evacuate!
硫	1874	liú	sulfur	The stone stands for sulfur, asking "Lyoh? Element?" curiously!
琉	1875	liú	glaze	Picture glaze taking form - it asks "Lyoh? Glassy?" with vivid energy!
疏	1876	shū	sparse	The strokes unite to show sparse, singing "Shoo!" cheerfully!
蔬	1877	shū	veggies	A striking symbol for veggies that sings "Shoo!" cheerfully!
崩	1878	bēng	crumble	Like a mountain, this character means crumble and sings "Bung!"!
岩	1879	yán	rock	Picture a mountain beside a stone: that's rock, asking "Yahn? Boulder?" curiously!
崎	1880	qí	rugged	See how the mountain forms rugged? It asks "Chee? Terrain?" curiously!
崖	1881	yá	cliff	With a mountain combined with a tooth, you get cliff - "Yah? Precipice?" rings out curiously!
炭	1882	tàn	charcoal	The mountain stands for charcoal, shouting "Tahn!" sharply - a vivid image to remember!
碳	1883	tàn	carbon	The stone takes the shape of carbon, shouting "Tahn!" sharply!
盼	1884	pàn	await hopefully	"Pahn!" Parted eyes commanded sharply - await hopefully, look forward and expect!
頒	1885	bān	promulgate	Picture promulgate taking form - it sings "Bahn!" with vivid energy!
芬	1886	fēn	essence	This character represents essence, singing "Fen!" cheerfully!
扮	1887	bàn	play the part of	Like a hand, this character means play the part of and shouts "Bahn!"!
岔	1888	chà	diverge	The mountain stands for diverge, shouting "Chah!" sharply - a vivid image to remember!
頌	1889	sòng	extol	The strokes unite to show extol, shouting "Sohng!" sharply - a vivid image to remember!
訟	1890	sòng	litigate	A striking symbol for litigate that shouts "Sohng!" sharply!
翁	1891	wēng	elderly man	"Wung!" Public feathers sang cheerfully - an elderly man, old gentleman!
裕	1892	yù	abundant	This character represents abundant, shouting "Yoo!" sharply!
榕	1893	róng	banyan	Like a tree, this character means banyan and asks "Rohng? Epiphyte?"!
賞	1894	shǎng	prize	The shellfish stands for prize, whispering "Shahng" softly - a vivid image to remember!
